opportunity_type,hold_percentage,sport,market_type,prop_description,market_point,game,commence_time,team1_name,team1_book,team1_odds,team1_point,team1_stake,team1_link,team2_name,team2_book,team2_odds,team2_point,team2_stake,team2_link,profit_percentage,timestamp,display_market
Low Hold,2.98,NBA,player_prop,Trayce Jackson-Davis - Points,8.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (8.5),FanDuel,-115,8.5,51.93,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (8.5),BetRivers,102,8.5,48.07,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Points
Low Hold,1.86,NBA,player_prop,Trayce Jackson-Davis - Points,8.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (8.5),DraftKings,-110,8.5,51.4,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (8.5),BetRivers,102,8.5,48.6,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Points
Low Hold,2.7,NBA,player_prop,Trayce Jackson-Davis - Points,8.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (8.5),Caesars,-114,8.5,51.79,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,Under (8.5),BetRivers,102,8.5,48.21,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Points
Low Hold,2.36,NBA,player_prop,Harrison Barnes - Points,12.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (12.5),FanDuel,-110,12.5,51.15,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (12.5),DraftKings,100,12.5,48.85,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,0.0,2024-11-24 01:35,Harrison Barnes - Points
Low Hold,1.55,NBA,player_prop,Harrison Barnes - Points,12.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (12.5),BetRivers,-106,12.5,50.76,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (12.5),DraftKings,100,12.5,49.24,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,0.0,2024-11-24 01:35,Harrison Barnes - Points
Low Hold,0.73,NBA,player_prop,Stephon Castle - Points,14.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (14.5),BetRivers,117,14.5,45.75,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (14.5),BetMGM,-120,14.5,54.25,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Stephon Castle - Points
Low Hold,1.27,NBA,player_prop,Julian Champagnie - Points,12.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (12.5),BetRivers,108,12.5,47.47,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (12.5),FanDuel,-114,12.5,52.53,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Julian Champagnie - Points
Low Hold,2.95,NBA,player_prop,Victor Wembanyama - PRA,36.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (36.5),BetRivers,107,36.5,46.92,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (36.5),BetMGM,-120,36.5,53.08,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Victor Wembanyama - PRA
Low Hold,2.26,NBA,player_prop,Stephon Castle - PRA,21.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (21.5),BetRivers,105,21.5,47.7,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (21.5),FanDuel,-115,21.5,52.3,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Stephon Castle - PRA
Low Hold,0.06,NBA,player_prop,Stephon Castle - PRA,21.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (21.5),BetRivers,105,21.5,48.75,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (21.5),BetMGM,-105,21.5,51.25,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Stephon Castle - PRA
Low Hold,2.05,NBA,player_prop,Chris Paul - PRA,23.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (23.5),BetRivers,118,23.5,44.95,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (23.5),Caesars,-128,23.5,55.05,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.0,2024-11-24 01:35,Chris Paul - PRA
Low Hold,2.37,NBA,player_prop,Chris Paul - PRA,23.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (23.5),BetRivers,118,23.5,44.81,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (23.5),BetMGM,-130,23.5,55.19,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Chris Paul - PRA
Low Hold,2.83,NBA,player_prop,Chris Paul - PRA,22.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (22.5),BetRivers,-108,22.5,50.39,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (22.5),FanDuel,-104,22.5,49.61,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Chris Paul - PRA
Low Hold,2.36,NBA,player_prop,Stephen Curry - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),FanDuel,-110,4.5,51.15,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (4.5),Caesars,100,4.5,48.85,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.0,2024-11-24 01:35,Stephen Curry - Rebounds
Low Hold,2.36,NBA,player_prop,Stephen Curry - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),FanDuel,-110,4.5,51.15,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (4.5),BetMGM,100,4.5,48.85,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Stephen Curry - Rebounds
Low Hold,1.81,NBA,player_prop,Stephen Curry - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,-108,4.5,50.89,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),Caesars,100,4.5,49.11,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.0,2024-11-24 01:35,Stephen Curry - Rebounds
Low Hold,1.81,NBA,player_prop,Stephen Curry - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,-108,4.5,50.89,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),BetMGM,100,4.5,49.11,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Stephen Curry - Rebounds
Low Hold,1.38,NBA,player_prop,Trayce Jackson-Davis - Rebounds,5.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (5.5),FanDuel,104,5.5,48.35,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (5.5),BetRivers,-110,5.5,51.65,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Rebounds
Low Hold,1.38,NBA,player_prop,Trayce Jackson-Davis - Rebounds,5.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (5.5),FanDuel,104,5.5,48.35,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (5.5),BetMGM,-110,5.5,51.65,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Rebounds
Low Hold,1.14,NBA,player_prop,Trayce Jackson-Davis - Rebounds,5.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (5.5),DraftKings,105,5.5,48.23,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (5.5),BetRivers,-110,5.5,51.77,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Rebounds
Low Hold,1.14,NBA,player_prop,Trayce Jackson-Davis - Rebounds,5.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (5.5),DraftKings,105,5.5,48.23,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (5.5),BetMGM,-110,5.5,51.77,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Trayce Jackson-Davis - Rebounds
Low Hold,1.79,NBA,player_prop,Chris Paul - Rebounds,3.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (3.5),BetMGM,-105,3.5,50.38,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,Under (3.5),FanDuel,-102,3.5,49.62,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Chris Paul - Rebounds
Low Hold,2.27,NBA,player_prop,Draymond Green - Rebounds,6.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (6.5),DraftKings,120,6.5,44.44,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (6.5),FanDuel,-132,6.5,55.56,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Draymond Green - Rebounds
Low Hold,2.93,NBA,player_prop,Draymond Green - Rebounds,6.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (6.5),DraftKings,120,6.5,44.16,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (6.5),BetRivers,-135,6.5,55.84,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Draymond Green - Rebounds
Low Hold,1.63,NBA,player_prop,Draymond Green - Rebounds,6.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (6.5),DraftKings,120,6.5,44.72,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (6.5),Caesars,-128,6.5,55.28,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.0,2024-11-24 01:35,Draymond Green - Rebounds
Low Hold,1.95,NBA,player_prop,Draymond Green - Rebounds,6.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (6.5),DraftKings,120,6.5,44.58,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (6.5),BetMGM,-130,6.5,55.42,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Draymond Green - Rebounds
Arbitrage,-0.84,NBA,player_prop,Andrew Wiggins - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,138,4.5,42.37,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),Caesars,-133,4.5,57.63,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.85,2024-11-24 01:35,Andrew Wiggins - Rebounds
Low Hold,2.62,NBA,player_prop,Andrew Wiggins - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,138,4.5,40.94,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),BetMGM,-154,4.5,59.06,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Andrew Wiggins - Rebounds
Low Hold,0.94,NBA,player_prop,Stephon Castle - Rebounds,2.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (2.5),BetMGM,-161,2.5,61.15,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,Under (2.5),BetRivers,155,2.5,38.85,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Stephon Castle - Rebounds
Low Hold,2.36,NBA,player_prop,Harrison Barnes - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,107,4.5,47.19,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),FanDuel,-118,4.5,52.81,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,0.0,2024-11-24 01:35,Harrison Barnes - Rebounds
Low Hold,2.95,NBA,player_prop,Harrison Barnes - Rebounds,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetRivers,107,4.5,46.92,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (4.5),DraftKings,-120,4.5,53.08,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,0.0,2024-11-24 01:35,Harrison Barnes - Rebounds
Low Hold,2.26,NBA,player_prop,Harrison Barnes - 3-Pointers Made,1.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (1.5),FanDuel,110,1.5,46.56,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (1.5),BetMGM,-120,1.5,53.44,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Harrison Barnes - 3-Pointers Made
Low Hold,1.43,NBA,player_prop,Harrison Barnes - 3-Pointers Made,1.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (1.5),BetRivers,118,1.5,45.23,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (1.5),DraftKings,-125,1.5,54.77,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,0.0,2024-11-24 01:35,Harrison Barnes - 3-Pointers Made
Low Hold,2.05,NBA,player_prop,Harrison Barnes - 3-Pointers Made,1.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (1.5),BetRivers,118,1.5,44.95,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (1.5),Caesars,-128,1.5,55.05,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.0,2024-11-24 01:35,Harrison Barnes - 3-Pointers Made
Low Hold,0.52,NBA,player_prop,Harrison Barnes - 3-Pointers Made,1.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (1.5),BetRivers,118,1.5,45.64,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (1.5),BetMGM,-120,1.5,54.36,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Harrison Barnes - 3-Pointers Made
Low Hold,1.05,NBA,player_prop,Victor Wembanyama - 3-Pointers Made,2.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (2.5),FanDuel,-106,2.5,51.01,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (2.5),BetRivers,102,2.5,48.99,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Victor Wembanyama - 3-Pointers Made
Low Hold,1.55,NBA,player_prop,Victor Wembanyama - 3-Pointers Made,2.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (2.5),FanDuel,-106,2.5,50.76,https://sportsbook.fanduel.com/basketball/nba/golden-state-warriors-%40-san-antonio-spurs-33804632,Under (2.5),BetMGM,100,2.5,49.24,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Victor Wembanyama - 3-Pointers Made
Low Hold,2.98,NBA,player_prop,Victor Wembanyama - 3-Pointers Made,2.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (2.5),DraftKings,-115,2.5,51.93,https://sportsbook.draftkings.com/event/gs-warriors-%40-sa-spurs/31414071,Under (2.5),BetRivers,102,2.5,48.07,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,0.0,2024-11-24 01:35,Victor Wembanyama - 3-Pointers Made
Low Hold,1.28,NBA,player_prop,Andrew Wiggins - 3-Pointers Made,1.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (1.5),BetRivers,100,1.5,49.37,https://{state}.betrivers.com/?page=sportsbook#event/1021436284,Under (1.5),BetMGM,-105,1.5,50.63,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,0.0,2024-11-24 01:35,Andrew Wiggins - 3-Pointers Made
Arbitrage,-0.3,NBA,player_prop,Kevon Looney - Points,4.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (4.5),BetMGM,110,4.5,47.76,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,Under (4.5),Caesars,-109,4.5,52.24,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.3,2024-11-24 01:35,Kevon Looney - Points
Arbitrage,-0.64,NBA,player_prop,Kevon Looney - PRA,11.5,San Antonio Spurs vs Golden State Warriors,2024-11-24 01:40,Over (11.5),BetMGM,-105,11.5,51.61,https://sports.{state}.betmgm.com/en/sports/events/golden-state-warriors-at-san-antonio-spurs-16529702,Under (11.5),Caesars,108,11.5,48.39,https://sportsbook.caesars.com/us/{state}/bet/basketball/9e67041c-5ec5-45af-8083-4d63bbc2d76e/golden-state-warriors-at-san-antonio-spurs,0.65,2024-11-24 01:35,Kevon Looney - PRA
Low Hold,2.88,NBA,h2h,,,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Denver Nuggets,Caesars,143,,40.0,https://sportsbook.caesars.com/us/{state}/bet/basketball/f118bc70-62f7-42d3-a6b5-f30b3ff02c46/denver-nuggets-at-los-angeles-lakers,Los Angeles Lakers,BetRivers,-161,,60.0,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,0.0,2024-11-24 01:35,h2h
Low Hold,1.05,NBA,alternate_spreads,,13.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Denver Nuggets,FanDuel,-417,13.5,79.8,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Los Angeles Lakers,DraftKings,390,-13.5,20.2,https://sportsbook.draftkings.com/event/den-nuggets-%40-la-lakers/31414073,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.0,NBA,alternate_spreads,,12.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Denver Nuggets,FanDuel,-370,12.5,77.2,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Los Angeles Lakers,DraftKings,330,-12.5,22.8,https://sportsbook.draftkings.com/event/den-nuggets-%40-la-lakers/31414073,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.98,NBA,alternate_spreads,,11.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Denver Nuggets,FanDuel,-323,11.5,74.86,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Los Angeles Lakers,DraftKings,290,-11.5,25.14,https://sportsbook.draftkings.com/event/den-nuggets-%40-la-lakers/31414073,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.8,NBA,alternate_spreads,,10.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Denver Nuggets,FanDuel,-294,10.5,72.6,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Los Angeles Lakers,DraftKings,255,-10.5,27.4,https://sportsbook.draftkings.com/event/den-nuggets-%40-la-lakers/31414073,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.83,NBA,alternate_totals,,236.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,-104,236.5,49.61,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-108,236.5,50.39,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.6,NBA,alternate_totals,,237.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,106,237.5,47.31,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-118,237.5,52.69,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.99,NBA,alternate_totals,,240.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,138,240.5,40.8,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-156,240.5,59.2,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.67,NBA,alternate_totals,,242.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,165,242.5,36.75,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-185,242.5,63.25,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.94,NBA,alternate_totals,,243.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,180,243.5,35.03,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-196,243.5,64.97,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.86,NBA,alternate_totals,,244.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,195,244.5,32.95,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-222,244.5,67.05,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.67,NBA,alternate_totals,,245.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,215,245.5,30.92,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-244,245.5,69.08,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.31,NBA,alternate_totals,,246.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,235,246.5,29.18,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-263,246.5,70.82,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.8,NBA,alternate_totals,,247.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,255,247.5,27.4,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-294,247.5,72.6,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.07,NBA,alternate_totals,,248.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over,BetRivers,280,248.5,25.78,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,Under,FanDuel,-312,248.5,74.22,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.56,NBA,player_prop,Anthony Davis - Assists,2.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over (2.5),BetMGM,-105,2.5,50.0,https://sports.{state}.betmgm.com/en/sports/events/denver-nuggets-at-los-angeles-lakers-16529703,Under (2.5),FanDuel,-105,2.5,50.0,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,0.0,2024-11-24 01:35,Anthony Davis - Assists
Low Hold,2.72,NBA,player_prop,Nikola Jokic - Points,26.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over (26.5),FanDuel,-120,26.5,53.2,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Under (26.5),BetRivers,108,26.5,46.8,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,0.0,2024-11-24 01:35,Nikola Jokic - Points
Low Hold,1.86,NBA,player_prop,Dalton Knecht - Points,12.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over (12.5),FanDuel,-110,12.5,51.4,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Under (12.5),BetRivers,102,12.5,48.6,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,0.0,2024-11-24 01:35,Dalton Knecht - Points
Low Hold,1.67,NBA,player_prop,LeBron James - Points,23.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over (23.5),FanDuel,-118,23.5,53.16,https://sportsbook.fanduel.com/basketball/nba/denver-nuggets-%40-los-angeles-lakers-33804633,Under (23.5),BetRivers,110,23.5,46.84,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,0.0,2024-11-24 01:35,LeBron James - Points
Low Hold,2.26,NBA,player_prop,LeBron James - Points,23.5,Los Angeles Lakers vs Denver Nuggets,2024-11-24 03:40,Over (23.5),DraftKings,-120,23.5,53.44,https://sportsbook.draftkings.com/event/den-nuggets-%40-la-lakers/31414073,Under (23.5),BetRivers,110,23.5,46.56,https://{state}.betrivers.com/?page=sportsbook#event/1021436276,0.0,2024-11-24 01:35,LeBron James - Points
