opportunity_type,hold_percentage,sport,market_type,prop_description,market_point,game,commence_time,team1_name,team1_book,team1_odds,team1_point,team1_stake,team1_link,team2_name,team2_book,team2_odds,team2_point,team2_stake,team2_link,profit_percentage,timestamp,display_market
Low Hold,2.45,NCAAF,h2h,,,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Air Force Falcons,DraftKings,124,,43.58,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,Nevada Wolf Pack,FanDuel,-137,,56.42,https://sportsbook.fanduel.com/american-football/ncaa-football-games/air-force-%40-nevada-33784177,0.0,2024-11-24 01:35,h2h
Low Hold,2.91,NCAAF,spreads,,3.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Air Force Falcons,BetRivers,-112,3.0,51.41,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Nevada Wolf Pack,Caesars,100,-3.0,48.59,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/b84dd115-4617-4ee3-ac36-32aaeb4f3f67/air-force-falcons-at-nevada-wolf-pack,0.0,2024-11-24 01:35,spreads
Low Hold,2.5,NCAAF,alternate_spreads,,-6.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Air Force Falcons,DraftKings,274,-6.5,26.09,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,Nevada Wolf Pack,FanDuel,-312,6.5,73.91,https://sportsbook.fanduel.com/american-football/ncaa-football-games/air-force-%40-nevada-33784177,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.05,NCAAF,alternate_spreads,,-5.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Air Force Falcons,DraftKings,238,-5.5,28.99,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,Nevada Wolf Pack,FanDuel,-263,5.5,71.01,https://sportsbook.fanduel.com/american-football/ncaa-football-games/air-force-%40-nevada-33784177,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.63,NCAAF,alternate_spreads,,-3.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Air Force Falcons,DraftKings,189,-3.5,33.72,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,Nevada Wolf Pack,FanDuel,-213,3.5,66.28,https://sportsbook.fanduel.com/american-football/ncaa-football-games/air-force-%40-nevada-33784177,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.91,NCAAF,alternate_totals,,46.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,114,46.5,45.41,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-128,46.5,54.59,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.54,NCAAF,alternate_totals,,48.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,145,48.5,39.8,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-161,48.5,60.2,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.13,NCAAF,alternate_totals,,49.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,163,49.5,37.23,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-179,49.5,62.77,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.5,NCAAF,alternate_totals,,50.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,180,50.5,35.19,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-192,50.5,64.81,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.67,NCAAF,alternate_totals,,52.5,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,FanDuel,215,52.5,30.92,https://sportsbook.fanduel.com/american-football/ncaa-football-games/air-force-%40-nevada-33784177,Under,DraftKings,-244,52.5,69.08,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.87,NCAAF,alternate_totals,,46.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,110,46.0,46.29,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-123,46.0,53.71,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.65,NCAAF,alternate_totals,,47.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,123,47.0,43.69,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-137,47.0,56.31,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.62,NCAAF,alternate_totals,,48.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,138,48.0,40.94,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-154,48.0,59.06,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.11,NCAAF,alternate_totals,,49.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,155,49.0,38.41,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-169,49.0,61.59,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.97,NCAAF,alternate_totals,,50.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,170,50.0,36.32,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-185,50.0,63.68,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.93,NCAAF,alternate_totals,,51.0,Nevada Wolf Pack vs Air Force Falcons,2024-11-24 03:30,Over,BetRivers,195,51.0,33.26,https://{state}.betrivers.com/?page=sportsbook#event/1020952090,Under,DraftKings,-213,51.0,66.74,https://sportsbook.draftkings.com/event/air-force-%40-nevada/31367908,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.27,NCAAF,h2h,,,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,Caesars,140,,40.74,https://sportsbook.caesars.com/us/{state}/bet/americanfootball/72f6ee06-f326-4d91-922b-2493c915f575/colorado-state-rams-at-fresno-state-bulldogs,Fresno State Bulldogs,DraftKings,-154,,59.26,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,0.0,2024-11-24 01:35,h2h
Low Hold,1.59,NCAAF,alternate_spreads,,14.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-385,14.5,78.12,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,350,-14.5,21.88,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.92,NCAAF,alternate_spreads,,13.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-333,13.5,75.47,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,300,-13.5,24.53,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.16,NCAAF,alternate_spreads,,12.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-303,12.5,74.32,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,285,-12.5,25.68,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.31,NCAAF,alternate_spreads,,11.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-278,11.5,72.58,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,260,-11.5,27.42,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.35,NCAAF,alternate_spreads,,10.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-256,10.5,70.98,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,240,-10.5,29.02,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.3,NCAAF,alternate_spreads,,9.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-222,9.5,67.42,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,200,-9.5,32.58,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.51,NCAAF,alternate_spreads,,8.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-213,8.5,66.36,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,FanDuel,190,-8.5,33.64,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.5,NCAAF,alternate_spreads,,7.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-192,7.5,64.81,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,BetRivers,180,-7.5,35.19,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.84,NCAAF,alternate_spreads,,7.0,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-179,7.0,62.95,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,BetRivers,165,-7.0,37.05,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.83,NCAAF,alternate_spreads,,8.0,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-204,8.0,65.27,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,BetRivers,180,-8.0,34.73,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.98,NCAAF,alternate_spreads,,9.0,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Colorado State Rams,DraftKings,-217,9.0,66.51,https://sportsbook.draftkings.com/event/colorado-state-%40-fresno-state/31367909,Fresno State Bulldogs,BetRivers,190,-9.0,33.49,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.96,NCAAF,alternate_totals,,49.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Over,BetRivers,163,49.5,36.93,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,Under,FanDuel,-185,49.5,63.07,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.83,NCAAF,alternate_totals,,50.5,Fresno State Bulldogs vs Colorado State Rams,2024-11-24 03:30,Over,BetRivers,180,50.5,34.73,https://{state}.betrivers.com/?page=sportsbook#event/1020952156,Under,FanDuel,-204,50.5,65.27,https://sportsbook.fanduel.com/american-football/ncaa-football-games/colorado-state-%40-fresno-state-33783849,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.84,NCAAF,h2h,,,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,BetMGM,165,,37.05,https://sports.{state}.betmgm.com/en/sports/events/usc-at-ucla-15860709,USC Trojans,DraftKings,-179,,62.95,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,h2h
Low Hold,1.35,NCAAF,alternate_spreads,,13.0,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-256,13.0,70.98,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,240,-13.0,29.02,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.69,NCAAF,alternate_spreads,,12.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-244,12.5,69.74,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,225,-12.5,30.26,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.67,NCAAF,alternate_spreads,,12.0,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-238,12.0,69.26,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,220,-12.0,30.74,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.7,NCAAF,alternate_spreads,,11.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-227,11.5,68.28,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,210,-11.5,31.72,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.75,NCAAF,alternate_spreads,,11.0,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-222,11.0,67.78,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,205,-11.0,32.22,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.05,NCAAF,alternate_spreads,,10.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-208,10.5,66.21,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,190,-10.5,33.79,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.38,NCAAF,alternate_spreads,,10.0,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-200,10.0,65.12,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,180,-10.0,34.88,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.96,NCAAF,alternate_spreads,,9.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-185,9.5,63.07,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,163,-9.5,36.93,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.56,NCAAF,alternate_spreads,,9.0,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-179,9.0,62.5,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,160,-9.0,37.5,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.91,NCAAF,alternate_spreads,,8.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,DraftKings,-175,8.5,61.89,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,USC Trojans,BetRivers,155,-8.5,38.11,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.95,NCAAF,alternate_spreads,,6.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,FanDuel,-130,6.5,55.42,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,USC Trojans,BetRivers,120,-6.5,44.58,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.98,NCAAF,alternate_spreads,,5.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,UCLA Bruins,FanDuel,-115,5.5,51.93,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,USC Trojans,BetRivers,102,-5.5,48.07,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.75,NCAAF,alternate_totals,,46.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-213,46.5,66.21,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,BetRivers,188,46.5,33.79,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.82,NCAAF,alternate_totals,,48.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-167,48.5,60.78,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,BetRivers,148,48.5,39.22,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.63,NCAAF,alternate_totals,,49.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-147,49.5,58.0,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,BetRivers,132,49.5,42.0,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.5,NCAAF,alternate_totals,,51.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-115,51.5,52.17,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,BetRivers,104,51.5,47.83,https://{state}.betrivers.com/?page=sportsbook#event/1020952087,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.25,NCAAF,alternate_totals,,55.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,136,55.5,41.44,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-149,55.5,58.56,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.71,NCAAF,alternate_totals,,56.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,144,56.5,39.9,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-161,56.5,60.1,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.27,NCAAF,alternate_totals,,57.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,162,57.5,37.32,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-179,57.5,62.68,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.38,NCAAF,alternate_totals,,58.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,180,58.5,34.88,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-200,58.5,65.12,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.22,NCAAF,alternate_totals,,59.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,210,59.5,31.87,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-222,59.5,68.13,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.17,NCAAF,alternate_totals,,60.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,220,60.5,30.59,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-244,60.5,69.41,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.94,NCAAF,alternate_totals,,61.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,240,61.5,28.57,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-278,61.5,71.43,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.5,NCAAF,alternate_totals,,62.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,280,62.5,25.93,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-303,62.5,74.07,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,1.92,NCAAF,alternate_totals,,63.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,300,63.5,24.53,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,DraftKings,-333,63.5,75.47,https://sportsbook.draftkings.com/event/usc-%40-ucla/30525261,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NCAAF,alternate_totals,,21.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-10000,21.5,97.3,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,FanDuel,3500,21.5,2.7,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.78,NCAAF,alternate_totals,,22.5,UCLA Bruins vs USC Trojans,2024-11-24 03:30,Over,FanDuel,-10000,22.5,97.3,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,Under,FanDuel,3500,22.5,2.7,https://sportsbook.fanduel.com/american-football/ncaa-football-games/usc-%40-ucla-33784178,0.0,2024-11-24 01:35,alternate_totals
Low Hold,2.38,NCAAB,alternate_spreads,,-50.5,BYU Cougars vs Miss Valley St Delta Devils,2024-11-24 02:00,BYU Cougars,FanDuel,180,-50.5,34.88,https://sportsbook.fanduel.com/basketball/ncaa-basketball-mens-games/mississippi-valley-state-%40-byu-33808872,Miss Valley St Delta Devils,BetRivers,-200,50.5,65.12,https://{state}.betrivers.com/?page=sportsbook#event/1021860765,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.46,NCAAB,alternate_spreads,,-47.5,BYU Cougars vs Miss Valley St Delta Devils,2024-11-24 02:00,BYU Cougars,FanDuel,124,-47.5,44.0,https://sportsbook.fanduel.com/basketball/ncaa-basketball-mens-games/mississippi-valley-state-%40-byu-33808872,Miss Valley St Delta Devils,BetRivers,-132,47.5,56.0,https://{state}.betrivers.com/?page=sportsbook#event/1021860765,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,0.76,NCAAB,h2h,,,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-103,,50.38,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,Caesars,100,,49.62,https://sportsbook.caesars.com/us/{state}/bet/basketball/a7517d25-7d5a-405d-b3b3-d6e7248062d8/stanford-cardinal-at-santa-clara-broncos,0.0,2024-11-24 01:35,h2h
Low Hold,2.19,NCAAB,alternate_spreads,,5.5,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,FanDuel,-233,5.5,68.43,https://sportsbook.fanduel.com/basketball/ncaa-basketball-mens-games/stanford-%40-santa-clara-33808856,Stanford Cardinal,DraftKings,210,-5.5,31.57,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,0.62,NCAAB,alternate_spreads,,2.5,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-133,2.5,56.79,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,130,-2.5,43.21,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.82,NCAAB,alternate_spreads,,-3.5,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,148,-3.5,39.22,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,FanDuel,-167,3.5,60.78,https://sportsbook.fanduel.com/basketball/ncaa-basketball-mens-games/stanford-%40-santa-clara-33808856,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.87,NCAAB,alternate_spreads,,3.5,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-167,3.5,61.35,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,154,-3.5,38.65,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.06,NCAAB,alternate_spreads,,3.0,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-152,3.0,59.61,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,145,-3.0,40.39,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.01,NCAAB,alternate_spreads,,2.0,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-125,2.0,55.0,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,120,-2.0,45.0,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,1.09,NCAAB,alternate_spreads,,1.5,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-115,1.5,52.9,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,110,-1.5,47.1,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
Low Hold,2.08,NCAAB,alternate_spreads,,1.0,Santa Clara Broncos vs Stanford Cardinal,2024-11-24 03:00,Santa Clara Broncos,BetRivers,-109,1.0,51.02,https://{state}.betrivers.com/?page=sportsbook#event/1021852877,Stanford Cardinal,DraftKings,100,-1.0,48.98,https://sportsbook.draftkings.com/event/31415746,0.0,2024-11-24 01:35,alternate_spreads
